id,title,url,freq
47,全排列 II,https://leetcode.cn/problems/permutations-ii/,35
55,跳跃游戏,https://leetcode.cn/problems/jump-game/,35
40,组合总和 II,https://leetcode.cn/problems/combination-sum-ii/,35
26,删除排序数组中的重复项,https://leetcode.cn/problems/remove-duplicates-from-sorted-array/,34
剑指 Offer 42,连续子数组的最大和,https://leetcode.cn/problems/lian-xu-zi-shu-zu-de-zui-da-he-lcof/,34
50,"Pow(x, n)",https://leetcode.cn/problems/powx-n/,34
补充题2,圆环回原点问题,https://leetcode.cn/problems/https://mp.weixin.qq.com/s/NZPaFsFrTybO3K3s7p7EVg/,34
518,零钱兑换 II,https://leetcode.cn/problems/coin-change-2/,34
145,二叉树的后序遍历,https://leetcode.cn/problems/binary-tree-postorder-traversal/,34
剑指 Offer 51,数组中的逆序对,https://leetcode.cn/problems/shu-zu-zhong-de-ni-xu-dui-lcof/,34
剑指 Offer 40,最小的k个数,https://leetcode.cn/problems/zui-xiao-de-kge-shu-lcof/,33
7,整数反转,https://leetcode.cn/problems/reverse-integer/,33
123,买卖股票的最佳时机 III,https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-iii/,33
74,搜索二维矩阵,https://leetcode.cn/problems/search-a-2d-matrix/,33
剑指 Offer 10- I,斐波那契数列,https://leetcode.cn/problems/fei-bo-na-qi-shu-lie-lcof/,33
440,字典序的第K小数字,https://leetcode.cn/problems/k-th-smallest-in-lexicographical-order/,31
450,删除二叉搜索树中的节点,https://leetcode.cn/problems/delete-node-in-a-bst/,31
75,颜色分类,https://leetcode.cn/problems/sort-colors/,30
剑指 Offer 21,调整数组顺序使奇数位于偶数前面,https://leetcode.cn/problems/diao-zheng-shu-zu-shun-xu-shi-qi-shu-wei-yu-ou-shu-qian-mian-lcof/,30
230,二叉搜索树中第K小的元素,https://leetcode.cn/problems/kth-smallest-element-in-a-bst/,30
剑指 Offer 04,二维数组中的查找,https://leetcode.cn/problems/er-wei-shu-zu-zhong-de-cha-zhao-lcof/,29
225,用队列实现栈,https://leetcode.cn/problems/implement-stack-using-queues/,29
135,分发糖果,https://leetcode.cn/problems/candy/,29
剑指 Offer 62,圆圈中最后剩下的数字,https://leetcode.cn/problems/yuan-quan-zhong-zui-hou-sheng-xia-de-shu-zi-lcof/,29
91,解码方法,https://leetcode.cn/problems/decode-ways/,28
329,矩阵中的最长递增路径,https://leetcode.cn/problems/longest-increasing-path-in-a-matrix/,28
328,奇偶链表,https://leetcode.cn/problems/odd-even-linked-list/,27
208,实现 Trie (前缀树),https://leetcode.cn/problems/implement-trie-prefix-tree/,26
9,回文数,https://leetcode.cn/problems/palindrome-number/,26
剑指 Offer 26,树的子结构,https://leetcode.cn/problems/shu-de-zi-jie-gou-lcof/,26
189,轮转数组,https://leetcode.cn/problems/rotate-array/,26
45,跳跃游戏 II,https://leetcode.cn/problems/jump-game-ii/,26
572,另一个树的子树,https://leetcode.cn/problems/subtree-of-another-tree/,26
384,打乱数组,https://leetcode.cn/problems/shuffle-an-array/,26
125,验证回文串,https://leetcode.cn/problems/valid-palindrome/,26
114,二叉树展开为链表,https://leetcode.cn/problems/flatten-binary-tree-to-linked-list/,25
295,数据流的中位数,https://leetcode.cn/problems/find-median-from-data-stream/,25
445,两数相加 II,https://leetcode.cn/problems/add-two-numbers-ii/,25
剑指 Offer 27,二叉树的镜像,https://leetcode.cn/problems/er-cha-shu-de-jing-xiang-lcof/,25
16,最接近的三数之和,https://leetcode.cn/problems/3sum-closest/,24
10,正则表达式匹配,https://leetcode.cn/problems/regular-expression-matching/,24
287,寻找重复数,https://leetcode.cn/problems/find-the-duplicate-number/,24
106,从中序与后序遍历序列构造二叉树,https://leetcode.cn/problems/construct-binary-tree-from-inorder-and-postorder-traversal/,23
剑指 Offer 29,顺时针打印矩阵,https://leetcode.cn/problems/shun-shi-zhen-da-yin-ju-zhen-lcof/,23
96,不同的二叉搜索树,https://leetcode.cn/problems/unique-binary-search-trees/,23
213,打家劫舍 II,https://leetcode.cn/problems/house-robber-ii/,23
400,第N个数字,https://leetcode.cn/problems/nth-digit/,22
349,两个数组的交集,https://leetcode.cn/problems/intersection-of-two-arrays/,22
120,三角形最小路径和,https://leetcode.cn/problems/triangle/,22
887,鸡蛋掉落,https://leetcode.cn/problems/super-egg-drop/,21
168,Excel表列名称,https://leetcode.cn/problems/excel-sheet-column-title/,20
剑指 Offer 61,扑克牌中的顺子,https://leetcode.cn/problems/bu-ke-pai-zhong-de-shun-zi-lcof/,20
面试题 02.05,链表求和,https://leetcode.cn/problems/sum-lists-lcci/,20
678,有效的括号字符串,https://leetcode.cn/problems/valid-parenthesis-string/,20
剑指 Offer 52,两个链表的第一个公共节点,https://leetcode.cn/problems/liang-ge-lian-biao-de-di-yi-ge-gong-gong-jie-dian-lcof/,20
347,前 K 个高频元素,https://leetcode.cn/problems/top-k-frequent-elements/,20
补充题9,36进制加法,https://leetcode.cn/problems/https://mp.weixin.qq.com/s/XcKQwnwCh5nZsz-DLHJwzQ/,20
679,24 点游戏,https://leetcode.cn/problems/24-game/,19
134,加油站,https://leetcode.cn/problems/gas-station/,19
1004,最大连续1的个数 III,https://leetcode.cn/problems/max-consecutive-ones-iii/,19
611,有效三角形的个数,https://leetcode.cn/problems/valid-triangle-number/,19
剑指 Offer 39,数组中出现次数超过一半的数字,https://leetcode.cn/problems/shu-zu-zhong-chu-xian-ci-shu-chao-guo-yi-ban-de-shu-zi-lcof/,19
673,最长递增子序列的个数,https://leetcode.cn/problems/number-of-longest-increasing-subsequence/,19
71,简化路径,https://leetcode.cn/problems/simplify-path/,19
442,数组中重复的数据,https://leetcode.cn/problems/find-all-duplicates-in-an-array/,19
509,斐波那契数,https://leetcode.cn/problems/fibonacci-number/,19
1047,删除字符串中的所有相邻重复项,https://leetcode.cn/problems/remove-all-adjacent-duplicates-in-string/,19
补充题14,阿拉伯数字转中文数字,https://leetcode.cn/problems/None/,18
剑指 Offer 34,二叉树中和为某一值的路径,https://leetcode.cn/problems/er-cha-shu-zhong-he-wei-mou-yi-zhi-de-lu-jing-lcof/,18
剑指 Offer 53 - I,在排序数组中查找数字 I,https://leetcode.cn/problems/zai-pai-xu-shu-zu-zhong-cha-zhao-shu-zi-lcof/,18
86,分隔链表,https://leetcode.cn/problems/partition-list/,18
210,课程表 II,https://leetcode.cn/problems/course-schedule-ii/,17
242,有效的字母异位词,https://leetcode.cn/problems/valid-anagram/,17
459,重复的子字符串,https://leetcode.cn/problems/repeated-substring-pattern/,17
111,二叉树的最小深度,https://leetcode.cn/problems/minimum-depth-of-binary-tree/,17
556,下一个更大元素 III,https://leetcode.cn/problems/next-greater-element-iii/,17
44,通配符匹配,https://leetcode.cn/problems/wildcard-matching/,17
279,完全平方数,https://leetcode.cn/problems/perfect-squares/,17
63,不同路径 II,https://leetcode.cn/problems/unique-paths-ii/,17
37,解数独,https://leetcode.cn/problems/sudoku-solver/,17
344,反转字符串,https://leetcode.cn/problems/reverse-string/,17
557,反转字符串中的单词 III,https://leetcode.cn/problems/reverse-words-in-a-string-iii/,17
670,最大交换,https://leetcode.cn/problems/maximum-swap/,17
剑指 Offer 11,旋转数组的最小数字,https://leetcode.cn/problems/xuan-zhuan-shu-zu-de-zui-xiao-shu-zi-lcof/,17
443,压缩字符串,https://leetcode.cn/problems/string-compression/,17
191,位1的个数,https://leetcode.cn/problems/number-of-1-bits/,17
剑指 Offer 45,把数组排成最小的数,https://leetcode.cn/problems/ba-shu-zu-pai-cheng-zui-xiao-de-shu-lcof/,17
264,丑数 II,https://leetcode.cn/problems/ugly-number-ii/,16
494,目标和,https://leetcode.cn/problems/target-sum/,16
115,不同的子序列,https://leetcode.cn/problems/distinct-subsequences/,16
剑指 Offer 48,最长不含重复字符的子字符串,https://leetcode.cn/problems/zui-chang-bu-han-zhong-fu-zi-fu-de-zi-zi-fu-chuan-lcof/,16
18,四数之和,https://leetcode.cn/problems/4sum/,16
260,只出现一次的数字 III,https://leetcode.cn/problems/single-number-iii/,16
97,交错字符串,https://leetcode.cn/problems/interleaving-string/,16
面试题 17.24,最大子矩阵,https://leetcode.cn/problems/max-submatrix-lcci/,16
85,最大矩形,https://leetcode.cn/problems/maximal-rectangle/,16
503,下一个更大元素 II,https://leetcode.cn/problems/next-greater-element-ii/,16
100,相同的树,https://leetcode.cn/problems/same-tree/,16
253,会议室 II,https://leetcode.cn/problems/meeting-rooms-ii/,15
84,柱状图中最大的矩形,https://leetcode.cn/problems/largest-rectangle-in-histogram/,15
167,两数之和 II - 输入有序数组,https://leetcode.cn/problems/two-sum-ii-input-array-is-sorted/,15
剑指 Offer 33,二叉搜索树的后序遍历序列,https://leetcode.cn/problems/er-cha-sou-suo-shu-de-hou-xu-bian-li-xu-lie-lcof/,15
51,N皇后,https://leetcode.cn/problems/n-queens/,15
268,缺失数字,https://leetcode.cn/problems/missing-number/,15
516,最长回文子序列,https://leetcode.cn/problems/longest-palindromic-subsequence/,15
863,二叉树中所有距离为 K 的结点,https://leetcode.cn/problems/all-nodes-distance-k-in-binary-tree/,14
剑指 Offer 03,数组中重复的数字,https://leetcode.cn/problems/shu-zu-zhong-zhong-fu-de-shu-zi-lcof/,14
395,至少有K个重复字符的最长子串,https://leetcode.cn/problems/longest-substring-with-at-least-k-repeating-characters/,14
554,砖墙,https://leetcode.cn/problems/brick-wall/,14
154,寻找旋转排序数组中的最小值 II,https://leetcode.cn/problems/find-minimum-in-rotated-sorted-array-ii/,14
343,整数拆分,https://leetcode.cn/problems/integer-break/,14
剑指 Offer 32 - III,从上到下打印二叉树 III,https://leetcode.cn/problems/cong-shang-dao-xia-da-yin-er-cha-shu-iii-lcof/,14
862,和至少为 K 的最短子数组,https://leetcode.cn/problems/shortest-subarray-with-sum-at-least-k/,14
426,将二叉搜索树转化为排序的双向链表,https://leetcode.cn/problems/convert-binary-search-tree-to-sorted-doubly-linked-list/,13
188,买卖股票的最佳时机 IV,https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-iv/,13
剑指 Offer 35,复杂链表的复制,https://leetcode.cn/problems/fu-za-lian-biao-de-fu-zhi-lcof/,13
108,将有序数组转换为二叉搜索树,https://leetcode.cn/problems/convert-sorted-array-to-binary-search-tree/,13
622,设计循环队列,https://leetcode.cn/problems/design-circular-queue/,13
77,组合,https://leetcode.cn/problems/combinations/,13
876,链表的中间结点,https://leetcode.cn/problems/middle-of-the-linked-list/,13
257,二叉树的所有路径,https://leetcode.cn/problems/binary-tree-paths/,13
763,划分字母区间,https://leetcode.cn/problems/partition-labels/,13
17,电话号码的字母组合,https://leetcode.cn/problems/letter-combinations-of-a-phone-number/,13
6,Z 字形变换,https://leetcode.cn/problems/zigzag-conversion/,13
977,有序数组的平方,https://leetcode.cn/problems/squares-of-a-sorted-array/,13
410,分割数组的最大值,https://leetcode.cn/problems/split-array-largest-sum/,13
剑指 Offer 24,反转链表,https://leetcode.cn/problems/fan-zhuan-lian-biao-lcof/,13
222,完全二叉树的节点个数,https://leetcode.cn/problems/count-complete-tree-nodes/,13
补充题22,IP地址与整数的转换,https://leetcode.cn/problems/https://mp.weixin.qq.com/s/UWCuEtNS2kuAuDY-eIbghg/,13
1095,山脉数组中查找目标值,https://leetcode.cn/problems/find-in-mountain-array/,13
204,计数质数,https://leetcode.cn/problems/count-primes/,12
528,按权重随机选择,https://leetcode.cn/problems/random-pick-with-weight/,12
面试题 10.03,搜索旋转数组,https://leetcode.cn/problems/search-rotate-array-lcci/,12
补充题21,字符串相减,https://leetcode.cn/problems/https://mp.weixin.qq.com/s/RtAoA1hdf0h1PaVxRj_fzA/,12
316,去除重复字母,https://leetcode.cn/problems/remove-duplicate-letters/,12
674,最长连续递增序列,https://leetcode.cn/problems/longest-continuous-increasing-subsequence/,12
380,常数时间插入、删除和获取随机元素,https://leetcode.cn/problems/insert-delete-getrandom-o1/,12
617,合并二叉树,https://leetcode.cn/problems/merge-two-binary-trees/,12
剑指 Offer 07,重建二叉树,https://leetcode.cn/problems/zhong-jian-er-cha-shu-lcof/,12
647,回文子串,https://leetcode.cn/problems/palindromic-substrings/,12
12,整数转罗马数字,https://leetcode.cn/problems/integer-to-roman/,12
706,设计哈希映射,https://leetcode.cn/problems/design-hashmap/,12
567,字符串的排列,https://leetcode.cn/problems/permutation-in-string/,12
337,打家劫舍 III,https://leetcode.cn/problems/house-robber-iii/,12
剑指 Offer 38,字符串的排列,https://leetcode.cn/problems/zi-fu-chuan-de-pai-lie-lcof/,12
剑指 Offer 46,把数字翻译成字符串,https://leetcode.cn/problems/ba-shu-zi-fan-yi-cheng-zi-fu-chuan-lcof/,12
面试题 08.12,八皇后,https://leetcode.cn/problems/eight-queens-lcci/,12
130,被围绕的区域,https://leetcode.cn/problems/surrounded-regions/,12
171,Excel表列序号,https://leetcode.cn/problems/excel-sheet-column-number/,12
525,连续数组,https://leetcode.cn/problems/contiguous-array/,12
680,验证回文字符串 Ⅱ,https://leetcode.cn/problems/valid-palindrome-ii/,11
315,计算右侧小于当前元素的个数,https://leetcode.cn/problems/count-of-smaller-numbers-after-self/,11
354,俄罗斯套娃信封问题,https://leetcode.cn/problems/russian-doll-envelopes/,11
407,接雨水 II,https://leetcode.cn/problems/trapping-rain-water-ii/,11
1312,让字符串成为回文串的最少插入次数,https://leetcode.cn/problems/minimum-insertion-steps-to-make-a-string-palindrome/,11
547,省份数量（原朋友圈）,https://leetcode.cn/problems/number-of-provinces/,11
416,分割等和子集,https://leetcode.cn/problems/partition-equal-subset-sum/,11
378,有序矩阵中第K小的元素,https://leetcode.cn/problems/kth-smallest-element-in-a-sorted-matrix/,11
剑指 Offer 31,栈的压入、弹出序列,https://leetcode.cn/problems/zhan-de-ya-ru-dan-chu-xu-lie-lcof/,11
107,二叉树的层次遍历 II,https://leetcode.cn/problems/binary-tree-level-order-traversal-ii/,11
166,分数到小数,https://leetcode.cn/problems/fraction-to-recurring-decimal/,11
150,逆波兰表达式求值,https://leetcode.cn/problems/evaluate-reverse-polish-notation/,10
301,删除无效的括号,https://leetcode.cn/problems/remove-invalid-parentheses/,10
523,连续的子数组和,https://leetcode.cn/problems/continuous-subarray-sum/,10
99,恢复二叉搜索树,https://leetcode.cn/problems/recover-binary-search-tree/,10
974,和可被 K 整除的子数组,https://leetcode.cn/problems/subarray-sums-divisible-by-k/,10
692,前K个高频单词,https://leetcode.cn/problems/top-k-frequent-words/,10
1044,最长重复子串,https://leetcode.cn/problems/longest-duplicate-substring/,10
386,字典序排数,https://leetcode.cn/problems/lexicographical-numbers/,10
437,路径总和 III,https://leetcode.cn/problems/path-sum-iii/,10
28,实现 strStr(),https://leetcode.cn/problems/implement-strstr/,10
172,阶乘后的零,https://leetcode.cn/problems/factorial-trailing-zeroes/,10
340,至多包含 K 个不同字符的最长子串,https://leetcode.cn/problems/longest-substring-with-at-most-k-distinct-characters/,10
73,矩阵置零,https://leetcode.cn/problems/set-matrix-zeroes/,10
405,数字转换为十六进制数,https://leetcode.cn/problems/convert-a-number-to-hexadecimal/,10
补充题8,计算数组的小和,https://leetcode.cn/problems/https://mp.weixin.qq.com/s/rMsbcUf9ZPhvfRoyZGW6HA/,10
540,有序数组中的单一元素,https://leetcode.cn/problems/single-element-in-a-sorted-array/,9
剑指 Offer 14- I,剪绳子,https://leetcode.cn/problems/jian-sheng-zi-lcof/,9
435,无重叠区间,https://leetcode.cn/problems/non-overlapping-intervals/,9
438,找到字符串中所有字母异位词,https://leetcode.cn/problems/find-all-anagrams-in-a-string/,9
149,直线上最多的点数,https://leetcode.cn/problems/max-points-on-a-line/,9
剑指 Offer 50,第一个只出现一次的字符,https://leetcode.cn/problems/di-yi-ge-zhi-chu-xian-yi-ci-de-zi-fu-lcof/,9
429,N叉树的层序遍历,https://leetcode.cn/problems/n-ary-tree-level-order-traversal/,9
137,只出现一次的数字 II,https://leetcode.cn/problems/single-number-ii/,9
60,第k个排列,https://leetcode.cn/problems/permutation-sequence/,9
628,三个数的最大乘积,https://leetcode.cn/problems/maximum-product-of-three-numbers/,9
面试题 08.06,汉诺塔问题,https://leetcode.cn/problems/hanota-lcci/,9
109,有序链表转换二叉搜索树,https://leetcode.cn/problems/convert-sorted-list-to-binary-search-tree/,9
131,分割回文串,https://leetcode.cn/problems/palindrome-partitioning/,9
752,打开转盘锁,https://leetcode.cn/problems/open-the-lock/,9
698,划分为k个相等的子集,https://leetcode.cn/problems/partition-to-k-equal-sum-subsets/,9
252,会议室,https://leetcode.cn/problems/meeting-rooms/,9
剑指 Offer 57 - II,和为s的连续正数序列,https://leetcode.cn/problems/he-wei-sde-lian-xu-zheng-shu-xu-lie-lcof/,9
117,填充每个节点的下一个右侧节点指针 II,https://leetcode.cn/problems/populating-next-right-pointers-in-each-node-ii/,9
36,有效的数独,https://leetcode.cn/problems/valid-sudoku/,8
173,二叉搜索树迭代器,https://leetcode.cn/problems/binary-search-tree-iterator/,8
剑指 Offer 43,1～n整数中1出现的次数,https://leetcode.cn/problems/1nzheng-shu-zhong-1chu-xian-de-ci-shu-lcof/,8
767,重构字符串,https://leetcode.cn/problems/reorganize-string/,8
补充题24,双栈排序,https://leetcode.cn/problems/https://mp.weixin.qq.com/s/g_AqwsSEUwlRSevnStPkEA/,8
剑指 Offer 65,不用加减乘除做加法,https://leetcode.cn/problems/bu-yong-jia-jian-cheng-chu-zuo-jia-fa-lcof/,8
13,罗马数字转整数,https://leetcode.cn/problems/roman-to-integer/,8
994,腐烂的橘子,https://leetcode.cn/problems/rotting-oranges/,8
49,字母异位词分组,https://leetcode.cn/problems/group-anagrams/,8
946,验证栈序列,https://leetcode.cn/problems/validate-stack-sequences/,8
剑指 Offer 59 - I,滑动窗口的最大值,https://leetcode.cn/problems/hua-dong-chuang-kou-de-zui-da-zhi-lcof/,8
836,矩形重叠,https://leetcode.cn/problems/rectangle-overlap/,8
202,快乐数,https://leetcode.cn/problems/happy-number/,8
306,累加数,https://leetcode.cn/problems/additive-number/,8
875,爱吃香蕉的珂珂,https://leetcode.cn/problems/koko-eating-bananas/,8
986,区间列表的交集,https://leetcode.cn/problems/interval-list-intersections/,8
912,排序数组,https://leetcode.cn/problems/sort-an-array/,8
80,删除排序数组中的重复项 II,https://leetcode.cn/problems/remove-duplicates-from-sorted-array-ii/,8
剑指 Offer 12,矩阵中的路径,https://leetcode.cn/problems/ju-zhen-zhong-de-lu-jing-lcof/,8
