contest,title,english_title,rating,url
第 283 场周赛,Excel 表中某个范围内的单元格,Cells in a Range on an Excel Sheet,1253.1463945043,https://leetcode.cn/problems/cells-in-a-range-on-an-excel-sheet/
第 283 场周赛,向数组中追加 K 个整数,Append K Integers With Minimal Sum,1658.921022733,https://leetcode.cn/problems/append-k-integers-with-minimal-sum/
第 283 场周赛,根据描述创建二叉树,Create Binary Tree From Descriptions,1643.5283095007,https://leetcode.cn/problems/create-binary-tree-from-descriptions/
第 283 场周赛,替换数组中的非互质数,Replace Non-Coprime Numbers in Array,2057.4788263111,https://leetcode.cn/problems/replace-non-coprime-numbers-in-array/
第 73 场双周赛,数组中紧跟 key 之后出现最频繁的数字,Most Frequent Number Following Key In an Array,1289.1912178611,https://leetcode.cn/problems/most-frequent-number-following-key-in-an-array/
第 73 场双周赛,将杂乱无章的数字排序,Sort the Jumbled Numbers,1496.1462748679,https://leetcode.cn/problems/sort-the-jumbled-numbers/
第 73 场双周赛,有向无环图中一个节点的所有祖先,All Ancestors of a Node in a Directed Acyclic Graph,1787.8550568757,https://leetcode.cn/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph/
第 73 场双周赛,得到回文串的最少操作次数,Minimum Number of Moves to Make Palindrome,2090.6800569319,https://leetcode.cn/problems/minimum-number-of-moves-to-make-palindrome/
第 282 场周赛,统计包含给定前缀的字符串,Counting Words With a Given Prefix,1167.1241589729,https://leetcode.cn/problems/counting-words-with-a-given-prefix/
第 282 场周赛,使两字符串互为字母异位词的最少步骤数,Minimum Number of Steps to Make Two Strings Anagram II,1253.1107481745,https://leetcode.cn/problems/minimum-number-of-steps-to-make-two-strings-anagram-ii/
第 282 场周赛,完成旅途的最少时间,Minimum Time to Complete Trips,1640.9591585343,https://leetcode.cn/problems/minimum-time-to-complete-trips/
第 282 场周赛,完成比赛的最少时间,Minimum Time to Finish the Race,2315.0547336936,https://leetcode.cn/problems/minimum-time-to-finish-the-race/
第 281 场周赛,统计各位数字之和为偶数的整数个数,Count Integers With Even Digit Sum,1257.1166915286,https://leetcode.cn/problems/count-integers-with-even-digit-sum/
第 281 场周赛,合并零之间的节点,Merge Nodes in Between Zeros,1333.192050397,https://leetcode.cn/problems/merge-nodes-in-between-zeros/
第 281 场周赛,构造限制重复的字符串,Construct String With Repeat Limit,1680.1353258588,https://leetcode.cn/problems/construct-string-with-repeat-limit/
第 281 场周赛,统计可以被 K 整除的下标对数目,Count Array Pairs Divisible by K,2246.0452639352,https://leetcode.cn/problems/count-array-pairs-divisible-by-k/
第 72 场双周赛,统计数组中相等且可以被整除的数对,Count Equal and Divisible Pairs in an Array,1215.7827321325,https://leetcode.cn/problems/count-equal-and-divisible-pairs-in-an-array/
第 72 场双周赛,找到和为给定整数的三个连续整数,Find Three Consecutive Integers That Sum to a Given Number,1257.1556875655,https://leetcode.cn/problems/find-three-consecutive-integers-that-sum-to-a-given-number/
第 72 场双周赛,拆分成最多数目的正偶数之和,Maximum Split of Positive Even Integers,1538.233149704,https://leetcode.cn/problems/maximum-split-of-positive-even-integers/
第 72 场双周赛,统计数组中好三元组数目,Count Good Triplets in an Array,2272.4412003208,https://leetcode.cn/problems/count-good-triplets-in-an-array/
第 280 场周赛,得到 0 的操作数,Count Operations to Obtain Zero,1199.8592887103,https://leetcode.cn/problems/count-operations-to-obtain-zero/
第 280 场周赛,使数组变成交替数组的最少操作数,Minimum Operations to Make the Array Alternating,1662.6673692545,https://leetcode.cn/problems/minimum-operations-to-make-the-array-alternating/
第 280 场周赛,拿出最少数目的魔法豆,Removing Minimum Number of Magic Beans,1748.1339100823,https://leetcode.cn/problems/removing-minimum-number-of-magic-beans/
第 280 场周赛,数组的最大与和,Maximum AND Sum of Array,2392.0799451298,https://leetcode.cn/problems/maximum-and-sum-of-array/
第 279 场周赛,对奇偶下标分别排序,Sort Even and Odd Indices Independently,1252.8406166148,https://leetcode.cn/problems/sort-even-and-odd-indices-independently/
第 279 场周赛,重排数字的最小值,Smallest Value of the Rearranged Number,1361.5824742947,https://leetcode.cn/problems/smallest-value-of-the-rearranged-number/
第 279 场周赛,设计位集,Design Bitset,1751.5101577001,https://leetcode.cn/problems/design-bitset/
第 279 场周赛,移除所有载有违禁货物车厢所需的最少时间,Minimum Time to Remove All Cars Containing Illegal Goods,2219.3465296423,https://leetcode.cn/problems/minimum-time-to-remove-all-cars-containing-illegal-goods/
第 71 场双周赛,拆分数位后四位数字的最小和,Minimum Sum of Four Digit Number After Splitting Digits,1314.2912238536,https://leetcode.cn/problems/minimum-sum-of-four-digit-number-after-splitting-digits/
第 71 场双周赛,根据给定数字划分数组,Partition Array According to Given Pivot,1337.6115578703,https://leetcode.cn/problems/partition-array-according-to-given-pivot/
第 71 场双周赛,设置时间的最少代价,Minimum Cost to Set Cooking Time,1851.7255023016,https://leetcode.cn/problems/minimum-cost-to-set-cooking-time/
第 71 场双周赛,删除元素后和的最小差值,Minimum Difference in Sums After Removal of Elements,2225.3877535768,https://leetcode.cn/problems/minimum-difference-in-sums-after-removal-of-elements/
第 278 场周赛,将找到的值乘以 2,Keep Multiplying Found Values by Two,1235.8413685224,https://leetcode.cn/problems/keep-multiplying-found-values-by-two/
第 278 场周赛,分组得分最高的所有下标,All Divisions With the Highest Score of a Binary Array,1390.5023027273,https://leetcode.cn/problems/all-divisions-with-the-highest-score-of-a-binary-array/
第 278 场周赛,查找给定哈希值的子串,Find Substring With Given Hash Value,2062.9876807625,https://leetcode.cn/problems/find-substring-with-given-hash-value/
第 278 场周赛,字符串分组,Groups of Strings,2499.3282271507,https://leetcode.cn/problems/groups-of-strings/
第 277 场周赛,元素计数,Count Elements With Strictly Smaller and Greater Elements ,1201.8730954169,https://leetcode.cn/problems/count-elements-with-strictly-smaller-and-greater-elements/
第 277 场周赛,按符号重排数组,Rearrange Array Elements by Sign,1235.9216009709,https://leetcode.cn/problems/rearrange-array-elements-by-sign/
第 277 场周赛,找出数组中的所有孤独数字,Find All Lonely Numbers in the Array,1275.6108152653,https://leetcode.cn/problems/find-all-lonely-numbers-in-the-array/
第 277 场周赛,基于陈述统计最多好人数,Maximum Good People Based on Statements,1979.9454101467,https://leetcode.cn/problems/maximum-good-people-based-on-statements/
第 70 场双周赛,打折购买糖果的最小开销,Minimum Cost of Buying Candies With Discount,1260.9112824221,https://leetcode.cn/problems/minimum-cost-of-buying-candies-with-discount/
第 70 场双周赛,统计隐藏数组数目,Count the Hidden Sequences,1614.4877804672,https://leetcode.cn/problems/count-the-hidden-sequences/
第 70 场双周赛,价格范围内最高排名的 K 样物品,K Highest Ranked Items Within a Price Range,1836.5345744332,https://leetcode.cn/problems/k-highest-ranked-items-within-a-price-range/
第 70 场双周赛,分隔长廊的方案数,Number of Ways to Divide a Long Corridor,1914.6717285348,https://leetcode.cn/problems/number-of-ways-to-divide-a-long-corridor/
第 276 场周赛,将字符串拆分为若干长度为 k 的组,Divide a String Into Groups of Size k,1273.046473797,https://leetcode.cn/problems/divide-a-string-into-groups-of-size-k/
第 276 场周赛,得到目标值的最少行动次数,Minimum Moves to Reach Target Score,1417.3934930077,https://leetcode.cn/problems/minimum-moves-to-reach-target-score/
第 276 场周赛,解决智力问题,Solving Questions With Brainpower,1709.1054732427,https://leetcode.cn/problems/solving-questions-with-brainpower/
第 276 场周赛,同时运行 N 台电脑的最长时间,Maximum Running Time of N Computers,2265.2118886972,https://leetcode.cn/problems/maximum-running-time-of-n-computers/
第 275 场周赛,检查是否每一行每一列都包含全部整数,Check if Every Row and Column Contains All Numbers,1264.2868345638,https://leetcode.cn/problems/check-if-every-row-and-column-contains-all-numbers/
第 275 场周赛,最少交换次数来组合所有的 1 II,Minimum Swaps to Group All 1's Together II,1748.4522689101,https://leetcode.cn/problems/minimum-swaps-to-group-all-1s-together-ii/
第 275 场周赛,统计追加字母可以获得的单词数,Count Words Obtained After Adding a Letter,1828.2700238306,https://leetcode.cn/problems/count-words-obtained-after-adding-a-letter/
第 275 场周赛,全部开花的最早一天,Earliest Possible Day of Full Bloom,2033.4597721985,https://leetcode.cn/problems/earliest-possible-day-of-full-bloom/
第 69 场双周赛,将标题首字母大写,Capitalize the Title,1274.881752217,https://leetcode.cn/problems/capitalize-the-title/
第 69 场双周赛,链表最大孪生和,Maximum Twin Sum of a Linked List,1317.9207508583,https://leetcode.cn/problems/maximum-twin-sum-of-a-linked-list/
第 69 场双周赛,连接两字母单词得到的最长回文串,Longest Palindrome by Concatenating Two Letter Words,1556.8824239708,https://leetcode.cn/problems/longest-palindrome-by-concatenating-two-letter-words/
第 69 场双周赛,用邮票贴满网格图,Stamping the Grid,2364.3930657709,https://leetcode.cn/problems/stamping-the-grid/
第 274 场周赛,检查是否所有 A 都在 B 之前,Check if All A's Appears Before All B's,1201.7686271329,https://leetcode.cn/problems/check-if-all-as-appears-before-all-bs/
第 274 场周赛,银行中的激光束数量,Number of Laser Beams in a Bank,1280.2203734882,https://leetcode.cn/problems/number-of-laser-beams-in-a-bank/
第 274 场周赛,摧毁小行星,Destroying Asteroids,1334.5708444649,https://leetcode.cn/problems/destroying-asteroids/
第 274 场周赛,参加会议的最多员工数,Maximum Employees to Be Invited to a Meeting,2449.1323757838,https://leetcode.cn/problems/maximum-employees-to-be-invited-to-a-meeting/
第 273 场周赛,反转两次的数字,A Number After a Double Reversal,1187.1344261572,https://leetcode.cn/problems/a-number-after-a-double-reversal/
第 273 场周赛,执行所有后缀指令,Execution of All Suffix Instructions Staying in a Grid,1379.8787648129,https://leetcode.cn/problems/execution-of-all-suffix-instructions-staying-in-a-grid/
第 273 场周赛,相同元素的间隔之和,Intervals Between Identical Elements,1760.9131492436,https://leetcode.cn/problems/intervals-between-identical-elements/
第 273 场周赛,还原原数组,Recover the Original Array,2158.8988728254,https://leetcode.cn/problems/recover-the-original-array/
第 68 场双周赛,句子中的最多单词数,Maximum Number of Words Found in Sentences,1257.323514611,https://leetcode.cn/problems/maximum-number-of-words-found-in-sentences/
第 68 场双周赛,从给定原材料中找到所有可以做出的菜,Find All Possible Recipes from Given Supplies,1678.5871762113,https://leetcode.cn/problems/find-all-possible-recipes-from-given-supplies/
第 68 场双周赛,判断一个括号字符串是否有效,Check if a Parentheses String Can Be Valid,2037.6527962599,https://leetcode.cn/problems/check-if-a-parentheses-string-can-be-valid/
第 68 场双周赛,一个区间内所有数乘积的缩写,Abbreviating the Product of a Range,2476.7727985927,https://leetcode.cn/problems/abbreviating-the-product-of-a-range/
第 272 场周赛,找出数组中的第一个回文字符串,Find First Palindromic String in the Array,1215.7443346869,https://leetcode.cn/problems/find-first-palindromic-string-in-the-array/
第 272 场周赛,向字符串添加空格,Adding Spaces to a String,1315.1890809249,https://leetcode.cn/problems/adding-spaces-to-a-string/
第 272 场周赛,股票平滑下跌阶段的数目,Number of Smooth Descent Periods of a Stock,1408.427592417,https://leetcode.cn/problems/number-of-smooth-descent-periods-of-a-stock/
第 272 场周赛,使数组 K 递增的最少操作次数,Minimum Operations to Make the Array K-Increasing,1940.6002290953,https://leetcode.cn/problems/minimum-operations-to-make-the-array-k-increasing/
第 271 场周赛,环和杆,Rings and Rods,1257.7670945029,https://leetcode.cn/problems/rings-and-rods/
第 271 场周赛,子数组范围和,Sum of Subarray Ranges,1504.2133321504,https://leetcode.cn/problems/sum-of-subarray-ranges/
第 271 场周赛,给植物浇水 II,Watering Plants II,1507.1617507911,https://leetcode.cn/problems/watering-plants-ii/
第 271 场周赛,摘水果,Maximum Fruits Harvested After at Most K Steps,2062.3601158741,https://leetcode.cn/problems/maximum-fruits-harvested-after-at-most-k-steps/
第 67 场双周赛,找到和最大的长度为 K 的子序列,Find Subsequence of Length K With the Largest Sum,1447.0268321102,https://leetcode.cn/problems/find-subsequence-of-length-k-with-the-largest-sum/
第 67 场双周赛,适合打劫银行的日子,Find Good Days to Rob the Bank,1702.4962514406,https://leetcode.cn/problems/find-good-days-to-rob-the-bank/
第 67 场双周赛,引爆最多的炸弹,Detonate the Maximum Bombs,1880.0511044074,https://leetcode.cn/problems/detonate-the-maximum-bombs/
第 67 场双周赛,序列顺序查询,Sequentially Ordinal Rank Tracker,2158.7683843245,https://leetcode.cn/problems/sequentially-ordinal-rank-tracker/
第 270 场周赛,找出 3 位偶数,Finding 3-Digit Even Numbers,1454.7459647138,https://leetcode.cn/problems/finding-3-digit-even-numbers/
第 270 场周赛,删除链表的中间节点,Delete the Middle Node of a Linked List,1324.3520304377,https://leetcode.cn/problems/delete-the-middle-node-of-a-linked-list/
第 270 场周赛,从二叉树一个节点到另一个节点每一步的方向,Step-By-Step Directions From a Binary Tree Node to Another,1804.5283324227,https://leetcode.cn/problems/step-by-step-directions-from-a-binary-tree-node-to-another/
第 270 场周赛,合法重新排列数对,Valid Arrangement of Pairs,2650.8996457642,https://leetcode.cn/problems/valid-arrangement-of-pairs/
第 269 场周赛,找出数组排序后的目标下标,Find Target Indices After Sorting Array,1152.1494742874,https://leetcode.cn/problems/find-target-indices-after-sorting-array/
第 269 场周赛,半径为 k 的子数组平均值,K Radius Subarray Averages,1358.152613403,https://leetcode.cn/problems/k-radius-subarray-averages/
第 269 场周赛,从数组中移除最大值和最小值,Removing Minimum and Maximum From Array,1384.0226911434,https://leetcode.cn/problems/removing-minimum-and-maximum-from-array/
第 269 场周赛,找出知晓秘密的所有专家,Find All People With Secret,2003.5794613668,https://leetcode.cn/problems/find-all-people-with-secret/
第 66 场双周赛,统计出现过一次的公共字符串,Count Common Words With One Occurrence,1307.4608905199,https://leetcode.cn/problems/count-common-words-with-one-occurrence/
第 66 场双周赛,从房屋收集雨水需要的最少水桶数,Minimum Number of Food Buckets to Feed the Hamsters,1622.8414025136,https://leetcode.cn/problems/minimum-number-of-food-buckets-to-feed-the-hamsters/
第 66 场双周赛,网格图中机器人回家的最小代价,Minimum Cost Homecoming of a Robot in a Grid,1743.731976554,https://leetcode.cn/problems/minimum-cost-homecoming-of-a-robot-in-a-grid/
第 66 场双周赛,统计农场中肥沃金字塔的数目,Count Fertile Pyramids in a Land,2104.7441214305,https://leetcode.cn/problems/count-fertile-pyramids-in-a-land/
第 268 场周赛,两栋颜色不同且距离最远的房子,Two Furthest Houses With Different Colors,1240.829758176,https://leetcode.cn/problems/two-furthest-houses-with-different-colors/
第 268 场周赛,给植物浇水,Watering Plants,1320.6485731562,https://leetcode.cn/problems/watering-plants/
第 268 场周赛,区间内查询数字的频率,Range Frequency Queries,1702.4387527636,https://leetcode.cn/problems/range-frequency-queries/
第 268 场周赛,k 镜像数字的和,Sum of k-Mirror Numbers,2209.8815936961,https://leetcode.cn/problems/sum-of-k-mirror-numbers/
第 267 场周赛,买票需要的时间,Time Needed to Buy Tickets,1325.3607218257,https://leetcode.cn/problems/time-needed-to-buy-tickets/
第 267 场周赛,反转偶数长度组的节点,Reverse Nodes in Even Length Groups,1685.3599641299,https://leetcode.cn/problems/reverse-nodes-in-even-length-groups/
第 267 场周赛,解码斜向换位密码,Decode the Slanted Ciphertext,1759.2287478055,https://leetcode.cn/problems/decode-the-slanted-ciphertext/
第 267 场周赛,处理含限制条件的好友请求,Process Restricted Friend Requests,2130.9348604091,https://leetcode.cn/problems/process-restricted-friend-requests/
第 65 场双周赛,检查两个字符串是否几乎相等,Check Whether Two Strings are Almost Equivalent,1273.0588534723,https://leetcode.cn/problems/check-whether-two-strings-are-almost-equivalent/
第 65 场双周赛,模拟行走机器人 II,Walking Robot Simulation II,1918.9960035055,https://leetcode.cn/problems/walking-robot-simulation-ii/
第 65 场双周赛,每一个查询的最大美丽值,Most Beautiful Item for Each Query,1724.1545485476,https://leetcode.cn/problems/most-beautiful-item-for-each-query/
第 65 场双周赛,你可以安排的最多任务数目,Maximum Number of Tasks You Can Assign,2648.1748409542,https://leetcode.cn/problems/maximum-number-of-tasks-you-can-assign/
第 266 场周赛,统计字符串中的元音子字符串,Count Vowel Substrings of a String,1458.356493039,https://leetcode.cn/problems/count-vowel-substrings-of-a-string/
第 266 场周赛,所有子字符串中的元音,Vowels of All Substrings,1663.3912882908,https://leetcode.cn/problems/vowels-of-all-substrings/
第 266 场周赛,分配给商店的最多商品的最小值,Minimized Maximum of Products Distributed to Any Store,1885.9015646531,https://leetcode.cn/problems/minimized-maximum-of-products-distributed-to-any-store/
第 266 场周赛,最大化一张图中的路径价值,Maximum Path Quality of a Graph,2178.4249114144,https://leetcode.cn/problems/maximum-path-quality-of-a-graph/
第 265 场周赛,值相等的最小索引,Smallest Index With Equal Value,1167.8737144048,https://leetcode.cn/problems/smallest-index-with-equal-value/
第 265 场周赛,找出临界点之间的最小和最大距离,Find the Minimum and Maximum Number of Nodes Between Critical Points,1310.9129840277,https://leetcode.cn/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points/
第 265 场周赛,转化数字的最小运算数,Minimum Operations to Convert Number,1849.8122180044,https://leetcode.cn/problems/minimum-operations-to-convert-number/
第 265 场周赛,同源字符串检测,Check if an Original String Exists Given Two Encoded Strings,2803.7652028979,https://leetcode.cn/problems/check-if-an-original-string-exists-given-two-encoded-strings/
第 64 场双周赛,数组中第 K 个独一无二的字符串,Kth Distinct String in an Array,1350.6048768377,https://leetcode.cn/problems/kth-distinct-string-in-an-array/
第 64 场双周赛,两个最好的不重叠活动,Two Best Non-Overlapping Events,1883.3541964032,https://leetcode.cn/problems/two-best-non-overlapping-events/
第 64 场双周赛,蜡烛之间的盘子,Plates Between Candles,1819.3068421506,https://leetcode.cn/problems/plates-between-candles/
第 64 场双周赛,棋盘上有效移动组合的数目,Number of Valid Move Combinations On Chessboard,2610.9906730644,https://leetcode.cn/problems/number-of-valid-move-combinations-on-chessboard/
建信金融科技专场,间隔删除链表结点,间隔删除链表结点,-1,https://leetcode.cn/problems/woGGnF/
建信金融科技专场,柱状图分析,柱状图分析,-1,https://leetcode.cn/problems/9Rs2aO/
建信金融科技专场,地铁路线规划,地铁路线规划,-1,https://leetcode.cn/problems/zQTFs4/
建信金融科技专场,电学实验课,电学实验课,-1,https://leetcode.cn/problems/lSjqMF/
第 264 场周赛,句子中的有效单词数,Number of Valid Words in a Sentence,1471.8964024887,https://leetcode.cn/problems/number-of-valid-words-in-a-sentence/
第 264 场周赛,下一个更大的数值平衡数,Next Greater Numerically Balanced Number,1734.0550202798,https://leetcode.cn/problems/next-greater-numerically-balanced-number/
第 264 场周赛,统计最高分的节点数目,Count Nodes With the Highest Score,1911.7063530593,https://leetcode.cn/problems/count-nodes-with-the-highest-score/
第 264 场周赛,并行课程 III,Parallel Courses III,2084.1404698713,https://leetcode.cn/problems/parallel-courses-iii/
第 263 场周赛,检查句子中的数字是否递增,Check if Numbers Are Ascending in a Sentence,1257.264923599,https://leetcode.cn/problems/check-if-numbers-are-ascending-in-a-sentence/
第 263 场周赛,简易银行系统,Simple Bank System,1356.1920189231,https://leetcode.cn/problems/simple-bank-system/
第 263 场周赛,统计按位或能得到最大值的子集数目,Count Number of Maximum Bitwise-OR Subsets,1567.6884942977,https://leetcode.cn/problems/count-number-of-maximum-bitwise-or-subsets/
第 263 场周赛,到达目的地的第二短时间,Second Minimum Time to Reach Destination,2201.6219336792,https://leetcode.cn/problems/second-minimum-time-to-reach-destination/
第 63 场双周赛,使每位学生都有座位的最少移动次数,Minimum Number of Moves to Seat Everyone,1356.6925765299,https://leetcode.cn/problems/minimum-number-of-moves-to-seat-everyone/
第 63 场双周赛,如果相邻两个颜色均相同则删除当前颜色,Remove Colored Pieces if Both Neighbors are the Same Color,1467.7383709213,https://leetcode.cn/problems/remove-colored-pieces-if-both-neighbors-are-the-same-color/
第 63 场双周赛,网络空闲的时刻,The Time When the Network Becomes Idle,1865.3441063734,https://leetcode.cn/problems/the-time-when-the-network-becomes-idle/
第 63 场双周赛,两个有序数组的第 K 小乘积,Kth Smallest Product of Two Sorted Arrays,2517.6829964848,https://leetcode.cn/problems/kth-smallest-product-of-two-sorted-arrays/
第 262 场周赛,至少在两个数组中出现的值,Two Out of Three,1269.7567553523,https://leetcode.cn/problems/two-out-of-three/
第 262 场周赛,获取单值网格的最小操作数,Minimum Operations to Make a Uni-Value Grid,1671.9261598,https://leetcode.cn/problems/minimum-operations-to-make-a-uni-value-grid/
第 262 场周赛,股票价格波动,Stock Price Fluctuation ,1831.9395911303,https://leetcode.cn/problems/stock-price-fluctuation/
第 262 场周赛,将数组分成两个数组并最小化数组和的差,Partition Array Into Two Arrays to Minimize Sum Difference,2489.6652421066,https://leetcode.cn/problems/partition-array-into-two-arrays-to-minimize-sum-difference/
第 261 场周赛,转换字符串的最少操作次数,Minimum Moves to Convert String,1346.3556309143,https://leetcode.cn/problems/minimum-moves-to-convert-string/
第 261 场周赛,找出缺失的观测数据,Find Missing Observations,1444.6795731919,https://leetcode.cn/problems/find-missing-observations/
第 261 场周赛,石子游戏 IX,Stone Game IX,2277.3595662538,https://leetcode.cn/problems/stone-game-ix/
第 261 场周赛,含特定字母的最小子序列,Smallest K-Length Subsequence With Occurrences of a Letter,2561.7794931859,https://leetcode.cn/problems/smallest-k-length-subsequence-with-occurrences-of-a-letter/
第 62 场双周赛,将一维数组转变成二维数组,Convert 1D Array Into 2D Array,1307.3265298181,https://leetcode.cn/problems/convert-1d-array-into-2d-array/
第 62 场双周赛,连接后等于目标字符串的字符串对,Number of Pairs of Strings With Concatenation Equal to Target,1341.3713970313,https://leetcode.cn/problems/number-of-pairs-of-strings-with-concatenation-equal-to-target/
第 62 场双周赛,考试的最大困扰度,Maximize the Confusion of an Exam,1643.1325351423,https://leetcode.cn/problems/maximize-the-confusion-of-an-exam/
第 62 场双周赛,分割数组的最多方案数,Maximum Number of Ways to Partition an Array,2217.8090802563,https://leetcode.cn/problems/maximum-number-of-ways-to-partition-an-array/
第 260 场周赛,增量元素之间的最大差值,Maximum Difference Between Increasing Elements,1246.0141927368,https://leetcode.cn/problems/maximum-difference-between-increasing-elements/
第 260 场周赛,网格游戏,Grid Game,1718.9772466681,https://leetcode.cn/problems/grid-game/
第 260 场周赛,判断单词是否能放入填字游戏内,Check if Word Can Be Placed In Crossword,1929.897343316,https://leetcode.cn/problems/check-if-word-can-be-placed-in-crossword/
第 260 场周赛,解出数学表达式的学生分数,The Score of Students Solving Math Expression,2583.9006314254,https://leetcode.cn/problems/the-score-of-students-solving-math-expression/
第 259 场周赛,执行操作后的变量值,Final Value of Variable After Performing Operations,1165.2135167215,https://leetcode.cn/problems/final-value-of-variable-after-performing-operations/
第 259 场周赛,数组美丽值求和,Sum of Beauty in the Array,1467.9366439696,https://leetcode.cn/problems/sum-of-beauty-in-the-array/
第 259 场周赛,检测正方形,Detect Squares,1841.4067816266,https://leetcode.cn/problems/detect-squares/
第 259 场周赛,重复 K 次的最长子序列,Longest Subsequence Repeated k Times,2558.3297484354,https://leetcode.cn/problems/longest-subsequence-repeated-k-times/
第 61 场双周赛,差的绝对值为 K 的数对数目,Count Number of Pairs With Absolute Difference K,1271.7726574892,https://leetcode.cn/problems/count-number-of-pairs-with-absolute-difference-k/
第 61 场双周赛,从双倍数组中还原原数组,Find Original Array From Doubled Array,1557.017055582,https://leetcode.cn/problems/find-original-array-from-doubled-array/
第 61 场双周赛,出租车的最大盈利,Maximum Earnings From Taxi,1871.8245218615,https://leetcode.cn/problems/maximum-earnings-from-taxi/
第 61 场双周赛,使数组连续的最少操作数,Minimum Number of Operations to Make Array Continuous,2084.4980206639,https://leetcode.cn/problems/minimum-number-of-operations-to-make-array-continuous/
第 258 场周赛,反转单词前缀,Reverse Prefix of Word,1199.4477805501,https://leetcode.cn/problems/reverse-prefix-of-word/
第 258 场周赛,可互换矩形的组数,Number of Pairs of Interchangeable Rectangles,1435.9559888935,https://leetcode.cn/problems/number-of-pairs-of-interchangeable-rectangles/
第 258 场周赛,两个回文子序列长度的最大乘积,Maximum Product of the Length of Two Palindromic Subsequences,1869.402439128,https://leetcode.cn/problems/maximum-product-of-the-length-of-two-palindromic-subsequences/
第 258 场周赛,每棵子树内缺失的最小基因值,Smallest Missing Genetic Value in Each Subtree,2415.0089731911,https://leetcode.cn/problems/smallest-missing-genetic-value-in-each-subtree/
第 257 场周赛,统计特殊四元组,Count Special Quadruplets,1352.1791099256,https://leetcode.cn/problems/count-special-quadruplets/
第 257 场周赛,游戏中弱角色的数量,The Number of Weak Characters in the Game,1860.742934291,https://leetcode.cn/problems/the-number-of-weak-characters-in-the-game/
第 257 场周赛,访问完所有房间的第一天,First Day Where You Have Been in All the Rooms,2260.2799775623,https://leetcode.cn/problems/first-day-where-you-have-been-in-all-the-rooms/
第 257 场周赛,数组的最大公因数排序,GCD Sort of an Array,2429.0940568399,https://leetcode.cn/problems/gcd-sort-of-an-array/
第 60 场双周赛,找到数组的中间位置,Find the Middle Index in Array,1302.6469071738,https://leetcode.cn/problems/find-the-middle-index-in-array/
第 60 场双周赛,找到所有的农场组,Find All Groups of Farmland,1539.2250193318,https://leetcode.cn/problems/find-all-groups-of-farmland/
第 60 场双周赛,树上的操作,Operations on Tree,1861.4906863586,https://leetcode.cn/problems/operations-on-tree/
第 60 场双周赛,好子集的数目,The Number of Good Subsets,2464.5077611012,https://leetcode.cn/problems/the-number-of-good-subsets/
第 256 场周赛,学生分数的最小差值,Minimum Difference Between Highest and Lowest of K Scores,1306.2821637677,https://leetcode.cn/problems/minimum-difference-between-highest-and-lowest-of-k-scores/
第 256 场周赛,找出数组中的第 K 大整数,Find the Kth Largest Integer in the Array,1414.4351202231,https://leetcode.cn/problems/find-the-kth-largest-integer-in-the-array/
第 256 场周赛,完成任务的最少工作时间段,Minimum Number of Work Sessions to Finish the Tasks,1995.2937073376,https://leetcode.cn/problems/minimum-number-of-work-sessions-to-finish-the-tasks/
第 256 场周赛,不同的好子序列数目,Number of Unique Good Subsequences,2422.3128048015,https://leetcode.cn/problems/number-of-unique-good-subsequences/
第 255 场周赛,找出数组的最大公约数,Find Greatest Common Divisor of Array,1184.4264833435,https://leetcode.cn/problems/find-greatest-common-divisor-of-array/
第 255 场周赛,找出不同的二进制字符串,Find Unique Binary String,1361.6459603518,https://leetcode.cn/problems/find-unique-binary-string/
第 255 场周赛,最小化目标值与所选元素的差,Minimize the Difference Between Target and Chosen Elements,2009.7322365973,https://leetcode.cn/problems/minimize-the-difference-between-target-and-chosen-elements/
第 255 场周赛,从子集的和还原数组,Find Array Given Subset Sums,2872.0290327119,https://leetcode.cn/problems/find-array-given-subset-sums/
第 59 场双周赛,使用特殊打字机键入单词的最少时间,Minimum Time to Type Word Using Special Typewriter,1364.154859918,https://leetcode.cn/problems/minimum-time-to-type-word-using-special-typewriter/
第 59 场双周赛,最大方阵和,Maximum Matrix Sum,1648.0880791614,https://leetcode.cn/problems/maximum-matrix-sum/
第 59 场双周赛,到达目的地的方案数,Number of Ways to Arrive at Destination,2094.592426537,https://leetcode.cn/problems/number-of-ways-to-arrive-at-destination/
第 59 场双周赛,划分数字的方案数,Number of Ways to Separate Numbers,2817.267212602,https://leetcode.cn/problems/number-of-ways-to-separate-numbers/
乐鑫科技专场竞赛,录取分数线,录取分数线,-1,https://leetcode.cn/problems/QXquF0/
乐鑫科技专场竞赛,调整电平,调整电平,-1,https://leetcode.cn/problems/i4tX1E/
乐鑫科技专场竞赛,签到序列,签到序列,-1,https://leetcode.cn/problems/fSghVj/
乐鑫科技专场竞赛,自行车拉力赛,自行车拉力赛,-1,https://leetcode.cn/problems/z9nHkj/
第 254 场周赛,作为子字符串出现在单词中的字符串数目,Number of Strings That Appear as Substrings in Word,1231.8671440198,https://leetcode.cn/problems/number-of-strings-that-appear-as-substrings-in-word/
第 254 场周赛,构造元素不等于两相邻元素平均值的数组,Array With Elements Not Equal to Average of Neighbors,1499.3290269267,https://leetcode.cn/problems/array-with-elements-not-equal-to-average-of-neighbors/
